"273","BULLETIN OF CINCINNATI HISTORICAL SOC OH                    ","                         ","    ",
"274","GENEAL OF BROTHERTON BONNELL FAMILIES OF NJ & OH            ","MARGARET W COOKE         ","1966",
"275","NY EVENING POST                                             ","NEWSPAPER                ","    ",
"276","PROGRESSIVE MEN OF NORTHERN OHIO                            ","PLAIN DEALER PRES        ","1906",
"277","WILLIAM BUNNELL & HIS DESCENDENTS                           ","DUNCAN,RUTH C            ","1986",
"278","NEW HAVEN PALADIUM - CT                                     ","NEWSPAPER                ","    ",
"279","LITCHFIELD SENTINEL -CT                                     ","NEWSPAPER                ","    ",
"280","FARMINGTON VALLEY HERALD -CT                                ","NEWSPAPER                ","    ",
"281","WINSTON HERALD -CT                                          ","NEWSPAPER                ","    ",
"282","NJ COLONIAL DOCUMENTS                                       ","                         ","    ",
"283","REPORT, THE - OH GENEALOGICAL SOCIETY                       ","OH GEN SOC               ",,
"284","PA VOLUNTEERS IN SPANISH-AMERICAN WAR                       ","                         ","    ",
"645","EVENING PRESS-SUN BULLETIN - BINGHAMTON-NY                  ","NEWSPAPER                ",,
"286","BEDFORD CO-PA ORPHAN COURT RECORDS 1772-1814                ","                         ","    ",
"287","THUNDER OVER NEW ENGLAND-BENJAMIN BONNELL LOYALIST          ","BUNNELL,PAUL J           ","1988",
"288","HISTORY OF CINCINNATI & HAMILTON CO-OH                      ","S B NELSON & CO PUBL     ","1894","4303             "
"289","HISTORY OF SUMMIT CO OH                                     ","PERRIN,WM HENRY          ","1881",
"290","PA POLITICAL, GOVERNMENTAL,MILITARY & CIVIL                 ","GODCHARLES,F A           ","    ",
"291","COMPLETE BOOK OF IMMIGRANTS 1607-1660 FOR VA                ","COLDHAM,PETER W          ","1988",
"292","NEW HAVEN REGISTER - CT                                     ","NEWSPAPER                ","    ",
"293","TIMES RECORDER - ZANESVILLE - OH                            ","NEWSPAPER                ","    ",
"294","NEW HAVEN CITY DIRECTORY - CT                               ","                         ","    ",
"295","NY CITY DIRECTORY                                           ","                         ","    ",
"296","WHOS WHO IN AMERICA                                         ","MARQUIS WHOS WHO         ",,
"297","WHO WAS WHO IN AMERICA                                      ","MARQUIS WHOS WHO         ",,
"298","WHOS WHO IN AMERICA                                         ","MARQUIS,A N CO           ",,
"299","WHOS WHO IN AMERICAN POLITICS                               ","BOWKER,R R CO            ",,
"300","GENEALOGICAL RECORD                                         ","                         ","    ",
"301","ENCYCLOPEDIA BRITTANICA                                     ","                         ","    ",
"302","WHOS WHO IN THE SOUTH & SOUTHWEST                           ","MARQUIS WHOS WHO         ",,
"303","WHOS WHO IN THE MIDWEST                                     ","MARQUIS WHOS WHO         ",,
"304","WHOS WHO                                                    ","BLACK,A & C LTD          ",,
"305","WHOS WHO OF AMERICAN WOMEN                                  ","MARQUIS,A N CO           ",,
"306","WHOS WHO IN COMMERCE & INDUSTRY                             ","MARQUIS WHOS WHO         ",,
"307","WHOS WHO IN FINANCE & INDUSTRY                              ","MARQUIS WHOS WHO         ",,
"308","AMERICAN MEN & WOMEN OF SCIENCE                             ","BOWKER,R R CO            ","    ",
"309","WABASHA COUNTY SENTINEL - MN                                ","NEWSPAPER                ","    ",
"310","WABASHA COUNTY HERALD - MN                                  ","NEWSPAPER                ","    ",
"311","LAKE CITY GRAPHIC - MN                                      ","NEWSPAPER                ","    ",
"312","SALEM PRESS - NY                                            ","NEWSPAPER                ","    ",
"313","LAKE CITY LEADER - MN                                       ","NEWSPAPER                ","    ",
"314","KEARNEY DAILY HUB - NE                                      ","NEWSPAPER                ","    ",
"315","BOSTON HERALD - MA                                          ","NEWSPAPER                ","    ",
"316","JOURNAL GAZETTE - FT WAYNE - IN                             ","NEWSPAPER                ","    ",
"317","MISHAWAKA ENTERPRISE - IN                                   ","NEWSPAPER                ","    ",
"318","BUNNELL/BONNELL NEWSLETTER                                  ","AUSTIN,WM R              ","    ",
"319","ALLENTOWN MESSENGER PRESS - NJ                              ","NEWSPAPER                ","    ",
"320","REPORTER,THE - FOND DU LAC - WI                             ","NEWSPAPER                ","    ",
"321","DAILY TIMES - ERIE-PA                                       ","NEWSPAPER                ","    ",
"322","NC TAXPAYERS 1679-1790                                      ","GEN PUB CO               ","1987",
"323","EARLY OH SETTLERS-PURCHASERS OF LAND IN SW OH 1800          ","                         ","    ",
"324","HISTORY OF BURLINGTON & MERCER CO NJ                        ","WOODWARD/HAGEMAN         ","1883",
"325","PA CHRONICLE & UNIVERSAL ADVERTISER-PHILA                   ","NEWSPAPER                ","    ",
"326","BOOK OF STRATTONS                                           ","STRATTON,HARRIET         ","1918",
"327","STILES FAMILY IN AMERICA                                    ","STILES,HENRY             ","1895",
"328","OLD SOMERSET ON EASTERN SHORE OF MD                         ","TORRENCE,CLARTON         ","1935",
"329","SWEDISH SETTLEMENTS ON THE DE 1638-1644                     ","JOHNSON,AMANDUS          ","    ",
"330","COUNTY COURT NOTE BOOK-BULLETIN OF HIST & GEN               ","LJUNGSTEDT,MILNOR        ","    ",
"331","NJ PATENTS & DEEDS 1664-1703                                ","NELSON                   ","1899",
"332","WILLS DEEDS & WAYS                                          ","VALENTINE,CAROLYN        ","1925",
"333","EARLY GERMANS OF NJ                                         ","CHAMBERS,THEODORE        ","1969",
"334","NJ 1850 MORTALITY SCHEDULE INDEX                            ","G & G GENEAL PUB         ","1982",
"335","VIETNAM MEMORIAL INDEX OF NAMES -WASHINGTON DC              ","                         ","    ",
"336","REVOLUTION CENSUS OF NJ                                     ","STRYKER,K-RODDA          ","1972",
"337","MARRIAGES OF MONMOUTH C0 NJ 1795-1843                       ","GIBSON,G & F             ","1981",
"338","PAPERS OF WM LIVINGSTON - CARL E PRINCE ED                  ","NJ HIST COMM             ","1979",
"339","FORGOTTEN TOWNS OF SOUTHERN NJ                              ","BECK,HENRY C             ","1936",
"340","HISTORY OF CAPE MAY CO NJ                                   ","STEVENS,LEWIS T          ","1897",
"341","GENEALOGICAL & HISTORICAL MISCELLANY NO 2                   ","STEWART,FRANK H          ","1918",
"342","DIR OF REGISTERED FED & STATE LOBBYISTS                     ","ACADEMIC MEDIA           ","1973",
"343","CONGRESSIONAL QUARTERLY'S GUIDE TO CONGRESS                 ","                         ","1982",
"344","AMERICANS OF GENTLE BIRTH                                   ","PITTMAN,HANNAH           ","1970",
"345","EARLY NY NATURALIZATIONS 1792-1840                          ","SCOTT,KENNETH            ","1981",
"346","EARLY VA IMMIGRANTS 1623-1666 LAND OFFICE RECORDS           ","GREER,GEORGE C           ","1982",
"347","ENCYCLOPEDIA OF AMERICAN QUAKER GENEAL                      ","HINSHAW,WM               ","1969",
"348","REVOLUTIONARY PENSIONERS OF 1818                            ","US SEC OF WAR            ","1818",
"349","CENSUS OF PENSIONERS 1840 - REPRINT                         ","GEN PUB CO               ","1967",
"350","NEW CENTURY CYCLOPEDIA OF NAMES                             ","BARNHART,CLARENCE        ","1954",
"351","NEW CATHOLIC ENCYCLOPEDIA                                   ","MCGRAW HILL              ","1967",
"352","ACADEMIC AMERICAN ENCYCLOPEDIA                              ","GROLIER, INC             ","1987",
"353","COLLIER'S ENCYCLOPEDIA                                      ","MACMILLAN EDUC CO        ","1984",
"354","LAKE OSWEGO REVIEW - OR                                     ","NEWSPAPER                ","    ",
"355","NEW HAVEN TOWN RECORDS 1649-1662                            ","FRANKLIN B DEXTER - ED   ",,
"356","INDIANAPOLIS STAR - IN                                      ","NEWSPAPER                ","    ",
"357","INDIANA TRUE DEMOCRAT - CENTERVILLE-IN                      ","NEWSPAPER                ","    ",
"358","NEWS-SENTINEL - FT WAYNE-IN                                 ","NEWSPAPER                ","    ",
"359","ANDERSON DAILY BULLETIN - IN                                ","NEWSPAPER                ","    ",
"360","SOUTH BEND TRIBUNE - IN                                     ","NEWSPAPER                ","    ",
"361","STORY OF SUSSEX & VICINITY-NEW BRUNSWICK-CAN                ","KINGS CO HIST SOC        ","    ",
"362","COURIER-POST - CHERRY HILL-NJ                               ","NEWSPAPER                ","    ",
"363","BERMUDA ISLANDS                                             ","SHOPPERS GUIDE           ",,"4641             "
"364","NOTTINGHAMSHIRE GUARDIAN - ENG                              ","                         ","    ",
"365","MANUAL TRAINING                                             ","                         ","    ",
"366","HISTORY OF GOODHUE CO-MN                                    ","WOOD, ALLEY & CO         ","1878",
"367","BUNNELLS ACROSS AMERICA                                     ","MARY WHITNEY             ","1986","4654             "
"368","NEW HAVEN & GREATER NEW HAVEN COUNTY CT                     ","EVERITT G HILL           ","1918",
"369","BALL,FRANK C COLLECTION-BALL ST UNIV-MUNCIE IN              ","                         ","    ",
"600","MONTGOMERY ADVERTISER - AL                                  ","NEWSPAPER                ",,
"370","ROCKET-COURIER - WYALUSING PA                               ","NEWSPAPER                ",,
"371","MILFORD TOMBSTONE INSCRIPTIONS                              ","ABBOT                    ","    ",
"372","DICTIONARY OF BOOKS RELATING TO AMERICA                     ","JOSEPH SABIN             ","1868",
"373","PENSION ROLL OF 1835                                        ","US GOVT                  ","1835",
"374","PASSENGER ARRIVALS 1819-20                                  ","GEN PUB CO               ","1967",
"375","PASSENGER & IMMIGRATION INDEX                               ","GALE RESEARCH CO         ","    ",
"376","PASSENGERS FROM IRELAND                                     ","SCHLEGEL                 ","1980",
"377","CT LOYALISTS WHO WENT TO CANADA                             ","VIRGINIA OLSON           ","1974",
"378","SOUTH DAKOTA QUARTERLY                                      ","                         ","    ",
"379","MAYFLOWER ANCESTRAL INDEX                                   ","                         ","    ",
"380","REGISTER OF NJ SOC COL DAMES OF AM                          ","                         ","    ",
"381","MAYFLOWER DESCENDENTS - NJ SOC LINEAGES                     ","                         ","1973",
"382","WILMINGTON MORNING NEWS - DE                                ","NEWSPAPER                ","    ",
"383","AS WE WERE - THE STORY OF OLD ELIZABETHTOWN - NJ            ","THEODORE THAYER          ","1964",
"384","SARASOTA HERALD TRIBUNE - FL                                ","NEWSPAPER                ","    ",
"385","TOWANDA DAILY REVIEW - PA                                   ","NEWSPAPER                ","    ",
"386","TUNKHANNOCK NEW AGE - EXAMINER - PA                         ","NEWSPAPER                ","    ",
"387","BREEZE - NORTH EAST-PA                                      ","NEWSPAPER                ","    ",
"388","RURAL RECOLLECTIONS - UNION TWP-NJ019                       ","ANDREW C HERDAN          ","1988","4923             "
"389","TRAVELS & ADVENTURES OF DAVID C BUNNELL                     ","DAVID C BUNNELL          ","1831",
"390","HISTORY OF MARSHALL(SALEM) FAUQUIER CO VA                   ","JOHN K GOTT              ","    ",
"391","LOUDOUN CO(VA) MARRIAGE BONDS 1762-1850                     ","W T JEWELL               ","    ",
"392","FAUQUIER CO(VA) MARRIAGE BONDS 1759-1854                    ","CHAPPELEAR & GOTT        ","    ",
"393","LOUDOUN CO(VA) MARRIAGES 1751-1880                          ","W T JEWELL               ","1952",
"394","OHIO CEMETERY RECORDS                                       ","                         ","    ",
"395","STORIES OF GUERNSEY CO OHIO                                 ","WILLIAM G WOLFE          ","1975",
"396","KEOKUK CO(IA) NEWS REVIEW - SIGOURNEY                       ","NEWSPAPER                ","    ",
"397","NORTH EAST BREEZE - PA                                      ","NEWSPAPER                ","    ",
"398","GENERAL DATA FROM REV WAR PENS & LAND WARR REC              ","PATRICK WARDELL          ","1988",
"399","WEST VIRGINIANS IN REV                                      ","ROSS JOHNSTON            ","1977",
"400","CAVALIERS & PIONEERS - VA LAND DEEDS 1623-1666              ","NELL NUGENT              ","1979",
"401","NJ TAX LISTS 1772-1822                                      ","RONALD V JACKSON         ","1981",
"402","GENEVA GAZETTE - NY                                         ","NEWSPAPER                ","    ",
"403","POUGHKEEPSIE TELEGRAPH - NY                                 ","NEWSPAPER                ","    ",
"404","RHINEBECK TRIBUNE - NY                                      ","NEWSPAPER                ","    ",
"405","STEUBEN FARMERS ADVOCATE - NY                               ","NEWSPAPER                ","    ",
"406","CHRISTIAN INTELLIGENCER - NY                                ","NEWSPAPER                ","    ",
"407","NY HERALD                                                   ","NEWSPAPER                ","    ",
"408","WHIG PRESS - NY                                             ","NEWSPAPER                ","    ",
"409","WAYNE SENTINEL - NY                                         ","NEWSPAPER                ","    ",
"410","HUDSON RURAL REPOSITORY - NY                                ","NEWSPAPER                ","    ",
"411","UTICA DAILY GAZETTE - NY                                    ","NEWSPAPER                ","    ",
"412","AMERICAN (THE) - NYC                                        ","NEWSPAPER                ","    ",
"413","VINELAND HISTORICAL MAG - NJ                                ","                         ","    ",
"414","REGISTER OF GRADUATES & FORMER CADETS US MIL ACAD           ","                         ","1954",
"415","HERRINGSHAW LIBRARY OF AMERICAN BIOG                        ","                         ","    ",
"416","FAMINE IMMIGRANTS                                           ","IRA GLAZIER              ","1983",
"417","KNIGHTS OF ENGLAND                                          ","WILLIAM A SHAW           ","    ",
"418","NEW WORLD IMMIGRANTS                                        ","MICHAEL TEPPER           ","1980",
"419","NEW LOYALIST INDEX                                          ","PAUL J BUNNELL           ","1989",
"420","GENEAL OF CHEW FAMILY                                       ","ROBERT L CHEW            ","1982",
"421","DEACON GEORGE CLARCK OF MILFORD CT & SOME DESC              ","GEORGE C BRYANT          ","1949",
"422","GENEAL OF DESCENDENTS OF THOMAS FRENCH                      ","HOWARD B FRENCH          ","1913",
"423","MY GASKILL ANCESTORS                                        ","LAURA G HAGER            ","1989",
"424","RICHARD HAINES & HIS DESCENDENTS                            ","JOHN W HAINES            ","1961",
"425","TRAILS OF OUR FATHERS                                       ","JAMES B SCHOOLEY         ","1988",
"426","SCHOLL-SHOLL-SHULL GENEAL                                   ","JOHN W SCHOLL            ","1930",
"427","WAGGONER WAGONER WAGNER                                     ","JEANNE W HECKEL          ","1976",
"428","NOTES FROM NJ NEWSPAPERS 1781-1790                          ","THOMAS B WILSON          ","1988",
"429","NJ JOURNAL                                                  ","NEWSPAPER                ","    ",
"430","NEW ENGLAND MARRIAGES PRIOR TO 1700                         ","CLARENCE A TORREY        ","1987",
"431","ATLANTIC CITY NJ DIRECTORY                                  ","GOPSILL                  ","    ",
"432","ATLANTIC CITY NJ DIRECTORY                                  ","POLK                     ","    ",
"433","ASBURY PARK NJ DIRECTORY                                    ","POLK                     ","    ",
"434","REMINISCENCES OF OLD GLOUCESTER CO NJ                       ","ISAAC MICKLE             ","1845",
"435","GOD S VINE IN THIS WILDNERNESS-RELIG IN S NJ -1800          ","CRAIG KOEDEL             ","1980",
"436","RED BANK NJ DIRECTORY                                       ","POLK                     ","    ",
"437","SOMERVILLE NJ DIRECTORY                                     ","POLK                     ","    ",
"438","TOMS RIVER NJ DIRECTORY                                     ","POLK                     ","    ",
"439","TRENTON NJ DIRECTORY                                        ","POLK                     ","    ",
"440","TRENTON NJ DIRECTORY                                        ","FITZGERALD               ","    ",
"441","BETHLEHEM PA DIRECTORY                                      ","POLK                     ","    ",
"442","CHESTER PA DIRECTORY                                        ","POLK                     ","    ",
"443","PITTSBURGH PA DIRECTORY                                     ","POLK                     ","    ",
"444","NORRISTOWN PA DIRECTORY                                     ","BOYD                     ","    ",
"445","WAR OF REBELLION-OFFICIAL RECORD OF UN & CONF ARM           ","ROBERT N SCOTT           ","1886",
"446","READING PA DIRECTORY                                        ","BOYD                     ","    ",
"447","DOVER DE DIRECTORY                                          ","POLK                     ","    ",
"448","WILMINGTON DE DIRECTORY                                     ","POLK                     ","    ",
"449","WILMINGTON DE SUBURBAN DIRECTORY                            ","POLK                     ","    ",
"450","BALTIMORE MD DIRECTORY                                      ","POLK                     ","    ",
"451","PHILADELPHIA NATURALIZATIONS RECORD                         ","P WILLIAM FILBY          ","1982",
"452","ALLEGHENY CO PA NATURALIZATIONS                             ","W PA GEN SOC             ","    ",
"453","PA GENEAL MAG                                               ","PA GEN SOC               ","    ",
"454","1787 CENSUS OF VA                                           ","YANTIS & LOVE            ","1987",
"455","ROHRBACH GENEAL                                             ","DANDO-SCHAFF PRNT        ","1970",
"457","MEMORIAL CYCLOPEDIA OF NJ                                   ","MARY DEPUE OGDEN         ","1915",
"458","GENEALOGICAL & MEMORIAL HISTORY OF STATE OF NJ              ","LEWIS PUB CO             ","1910",
"459","PA VITAL RECORDS                                            ","GEN PUB CO               ","1983",
"460","BUNNELL & ALLIED FAMILIES                                   ","JOAN E MURRAY            ","1990",
"461","TRENTON REPUBLICAN TIMES - MO                               ","NEWSPAPER                ","    ",
"462","INSCRIPTIONS ON TOMBSTONES FIRST PRESB CH-ELIZ-NJ           ","WHEELER & HALSEY         ","1892",
"463","PIONEER FAMILIES NORTHWESTERN NJ                            ","WM C ARMSTRONG           ","1979",
"464","VA REBIRTH OF THE OLD DOMINION                              ","LEWIS PUB CO             ","1929",
"465","WILLS & ADMINISTRATION OF ELIZABETH CITY Co-VA              ","BLANCHE CHAPMAN          ","1980",
"466","ALEXANDRIA GAZETTE - VA                                     ","NEWSPAPER                ","    ",
"467","QUIT RENTS OF VA 1704                                       ","ANN LAURIE SMITH         ","1977",
"468","VA WILLS & ADMINISTRATIONS 1632-1800                        ","CLAYTON TORRENCE         ","1978",
"469","VA LAND RECORDS OF VA INDEX FROM 3 PUBLICATIONS             ","GARY PARKS               ","1982",
"470","VA MILITARY RECORDS INDEX FROM 3 PUBLICATIONS               ","ELIZABETH BENTLEY        ","1983","5264             "
"471","VA WILL RECORDS INDEX FROM 3 PUBLICATIONS                   ","GEN PUB CO               ","1982",
"472","GUIDE TO BIBLE RECORDS                                      ","VA ST LIBRARY            ","1985",
"473","HISTORICAL REGISTER OF VIRGINIANS IN THE REV                ","JOHN H GWATHMEY          ","1938",
"474","WAR OF 1812: VA BOUNTY LAND & PENS APPLICATIONS             ","PATRICK G WARDELL        ","1987",
"475","VA COUNTY RECORDS V8-KEY TO SOUTHERN PEDIGREES              ","WILLIAM CROZIER          ","1906",
"476","VA TAX PAYERS 1782-87                                       ","FOTHERGILL/NAUGLE        ","1966",
"477","GENEAL OF VA FAMILIES                                       ","GEN PUB CO               ","1981",
"478","CAVALIERS & PIONEERS-ABS OF VA LAND DEEDS 1623/66           ","NELL M NUGENT            ","1979",
"479","SOME VA MARRIAGES 1700-1799                                 ","                         ","    ",
"480","DOCUMENTS RELATING TO COLONIAL HIST ST OF NJ                ","WILLIAM NELSON           ","1899",
"481","GATEWAY TO THE WEST - QUARTERLY PUB                         ","SHORT & BOWERS           ","    ",
"482","ASHTABULA SENTINEL - OH                                     ","NEWSPAPER                ","    ",
"483","ROSTER OF REVOLUTIONARY SOLDIERS IN GA                      ","MRS HOWARD MCCALL        ","1968",
"484","INDEX TO GA WILLS                                           ","JENNETTE AUSTIN          ","1985",
"485","INDEX TO GA TAX DIGESTS                                     ","R J TAYLOR               ","1986",
"486","GA'S ROSTER OF THE REVOLUTION                               ","LUCIAN KNIGHT            ","1967",
"487","HISTORY OF BURKE COUNTY GA 1777-1950                        ","ALBERT HILLHOUSE         ","1985",
"488","KY COURT & OTHER RECORDS                                    ","WILLIAM B ARDERY         ","1979",
"489","KY MARRIAGES 1797-1865                                      ","G GLENN CLIFT            ","1974",
"490","KY OBITUARIES 1787-1854                                     ","G GLENN CLIFT            ","1977",
"491","KY REPORTER - LEXINGTON-KY                                  ","NEWSPAPER                ","    ",
"492","KY STATESMAN - LEXINGTON-KY                                 ","NEWSPAPER                ","    ",
"493","LEXINGTON OBSERVER & REPORTER - KY                          ","NEWSPAPER                ","    ",
"494","EARLY KY TAX RECORDS FROM REGISTER OF KY HIST SOC           ","GEN PUB CO               ","1984",
"495","OLD KY ENTRIES & DEEDS                                      ","JILLSON                  ","1987",
"496","KY MARRIAGE RECORDS FROM REGISTER OF KY HIST SOC            ","GEN PUB CO               ","1983",
"497","REGISTER OF KY HISTORICAL SOCIETY                           ","KY HIST SOC              ","    ",
"498","TOMBSTONE INSCRIPTIONS IN CEMETERIES-MANATEE CO-FL          ","MANASOTA GEN SOC         ","1982",
"499","FL GENEALOGIST                                              ","                         ","    ",
"500","INDIAN SPRINGS CEMETERY - PUNTA GORDA-FL                    ","                         ","    ",
"501","INDEX TO AL WILLS 1808-1870                                 ","AL SOC DAR               ","1955",
"502","MS INDEX OF WILLS 1800-1900                                 ","BETTY WILTSHIRE          ","1989",
"503","INDEX TO IN NATURALIZATION RECORDS PRIOR TO 1907            ","IN HIST SOC              ","1981",
"504","IN SOURCE BOOK - WILLAIRD HESS                              ","IN HIST SOC              ","1977",
"505","WAYNE INDEPENDENT - HONESDALE-PA                            ","NEWSPAPER                ","    ",
"506","JOURNAL, THE - DES PLAINES-IL                               ","NEWSPAPER                ",,
"507","MUSKEGON CHRONICLE - MI                                     ","NEWSPAPER                ","    ","                 "
"508","MI PIONEER & HISTORICAL SOC                                 ","                         ","    ",
"509","MI SURNAME INDEX                                            ","MI GEN COUNCIL           ","1984",
"510","REPORT OF THE PIONEER SOC OF MI                             ","                         ","    ",
"511","HISTORY OF SAGINAW CO-MI                                    ","CHARLES C CHAPMAN        ","1881",
"512","KS TERRITORY SETTLERS OF 1860 BORN IN TN,VA,NC,SC           ","CLARA H ROBERTSON        ","1976",
"513","EARLY MARRIAGE RECORDS - LABETTE CO-KS                      ","                         ","    ",
"514","ANNUAL REPORT OF THE AMERICAN HISTORICAL ASSOC              ","                         ","    ",
"515","BIOGRAPHICAL CONGRESSIONAL DIR 1774-1903                    ","GOV PRINT OFF            ","1903",
"516","WHO'S WHO IN CHICAGO & IL                                   ","A.N.MARQUIS & CO         ","1945",
"517","REVOLUTIONARY SOLDIERS BURRIED IN IND                       ","MARGARET R WATERS        ","1970",
"518","TIMBERTOWN LOG                                              ","SAGINAW GEN SOC          ","    ",
"519","DETROIT SOCIETY FOR GENEAL RESEARCH MAG - MI                ","                         ","    ",
"520","KY PIONEERS & THEIR DESCENDENTS                             ","ILA E FOWLER             ","1978",
"521","GUERNSEY TIMES - OH                                         ","NEWSPAPER                ","    ",
"522","CRADLE OF THE REPUBLIC,THE                                  ","LYON G TYLER             ","1906",
"523","NATIONAL GENEALOGICAL SOCIETY QUARTERLY                     ","                         ","    ",
"524","SOCIAL REGISTER                                             ","SOC REG ASSOC            ","    ",
"525","BIOGRAPHICAL ENCYCLOPEDIA OF THE WORLD - 3RD ED             ","INST FOR RES BIOG        ","1946",
"526","AMERICAN FAMILIES OF HISTORICAL LINEAGE                     ","BELLETREAU/BROWN         ","    ",
"527","AM GENEALOGIST, THE - PREV WAS B888                         ",,,
"528","SUB FOR GA 1790 CENSUS                                      ","DELWYN ASSOC             ","1975",
"529","RICHMOND TIMES-DISPATCH - VA                                ","NEWSPAPER                ",,
"530","AMAZING STORY OF BONNELLS IN AM                             ","SHARON TAYLOR            ","1982",
"531","THE PATRIOT LEDGER, 400 CROWN COLONY DR, QUINCY, MA         ","NEWSPAPER                ","    ","                 "
"532","JERSEY JOURNAL - JERSEY CITY-NJ                             ","NEWSPAPER                ","    ",
"533","WHO                                                         ","RP                       ","    ",
"534","NJ HISTORY OF INGENUITY & INDUSTRY                          ","JAMES P JOHNSON          ","1987",
"535","NJ HERALD - NEWTON-NJ                                       ","NEWSPAPER                ","    ",
"536","FAYETTE CO(KY) MARRIAGE BONDS                               ","KY HIST SOC              ","    ",
"537","BARREN CO(KY) MARRIAGES                                     ","KY HIST SOC              ","    ",
"538","KY CEMETERY RECORDS PROJECT                                 ","GRADIE ROWNTREE          ","1980",
"539","ANNALS OF PLATTE CO MO                                      ","WILLIAM PAXTON           ","1897",
"540","MARRIAGES OF LOUDEN CO VA 1757-1853                         ","MARY A WERTZ             ","1985",
"541","MARRIAGE RECORDS OF HARRISON CO VA(WV) 1784-1851            ","EARLE H MORRIS           ","    ",
"542","TAXPAYERS LIST OF BARTHOLOMEW CO IN 1842-5                  ","JOS HART CH DAR          ","1983",
"543","HISTORY OF BARTHOLOMEW CO IN                                ","BRANT & FULLER           ","1888",
"544","CEMETERIES IN HARDIN CO KY BY DYKES & PATE                  ","KY HIST SOC              ","    ",
"545","MARRIAGES OF PLATTE CO MO                                   ","KY HIST SOC              ","    ",
"546","PLATTE CO MO CEMETERIES                                     ","PLATTE CO HIST SO        ","1960",
"547","KY RECORD SERIES 1986-FAYETTE CO MARRIAGE BONDS             ","                         ","    ",
"548","WAYNE CO IN MARRIAGES 1810-30                               ","DOROTHY MURRAY           ","    ",
"549","HISTORY OF TOWNS & VILLAGES OF SENECA CO NY 1786-1876       ",,,
"550","BIOGRAPHICAL CYCLOPEDIA OF NJ                               ","WILLIAM NELSON           ","1913",
"551","ARMORIAL FAMILIES OF AM                                     ","ERNEST SPOFFORD          ","1929",
"552","LOYALISTS OF MA, THE                                        ","E ALFRED JONES           ","1930",
"553","STATEN ISLAND & ITS PEOPLE 1609-1929                        ","LENG & DAVIS             ","1930",
"554","HISTORY OF NJ COAST                                         ","WILLIAM NELSON           ","1902",
"555","DAILY CHRONICLE - SPOKANE-WA                                ","NEWSPAPER                ","    ",
"556","NEW AGE-EXAMINER - TUNKHANNOCK-PA                           ","NEWSPAPER                ","    ",
"557","COURIER - ELGIN-IL                                          ","NEWSPAPER                ","    ",
"558","HISTORY OF HANCOCK Co IL                                    ","SCOFIELD                 ","1918",
"559","PRAIRIE FARMER DIRECTORY - HANCOCK Co IL                    ","                         ","1918",
"560","HANCOCK Co IL MARRIAGE INDEX 1829-1849                      ","                         ","    ",
"561","FAYETTEVILLE OBSERVER TIMES - NC                            ","NEWSPAPER                ","    ",
"562","WILMINGTON NEWS JOURNAL - DE                                ","NEWSPAPER                ","    ",
"563","OUR BASSETT FAMILY IN AMERICA                               ","BUELL B BASSETT          ","1926",
"564","CHICAGO TRIBUNE - CHICAGO IL                                ","NEWSPAPER                ",,"I633             "
"565","DETROIT FREE PRESS - MI                                     ","NEWSPAPER                ","    ",
"566","PORTRAIT & BIOGR RECORD OF SENECA & SCHUYLER Co NY          ","CHAPMAN PUB Co           ","1895",
"567","FINGER LAKES TIMES - GENEVA/NY                              ","NEWSPAPER                ",,
"568","JERSEYMAN, THE - MORRISTOWN NJ - 1826-1849                  ","NEWSPAPER                ",,
"569","SAN FRANCISCO EXAMINER                                      ","NEWSPAPER                ","    ",
"570","KANSAS CITY STAR - KS                                       ","NEWSPAPER                ","    ",
"571","WATERBURY AMERICAN - CT                                     ","NEWSPAPER                ","    ",
"572","DAILY TIMES - PRYOR OK                                      ","NEWSPAPER                ","    ",
"573","HISTORY OF HAMILTON CO OH 1789-1881                         ","HENRY A FORD             ","1881","6558             "
"574","LIBERTY HALL                                                ","NEWSPAPER                ","    ",
"575","POST-TIMES STAR                                             ","NEWSPAPER                ","    ",
"576","ENQUIRER, THE - CINCINNATI/OH                               ","NEWSPAPER                ",,"I660             "
"577","DETROIT NEWS                                                ","NEWSPAPER                ","    ",
"578","CIST'S DAILY ADVERTISER                                     ","NEWSPAPER                ","    ",
"579","BURNELL FAMILIES IN AMERICA 1630-1992                       ","DOROTHY B GUEST          ","1992",
"580","REGISTER, THE                                               ","NE GEN SOC BOSTON        ",,
"581","US NEWS & WORLD REPORT                                      ","NEWS MAG                 ","    ",
"582","DIARY OF SAMUEL BONNELL JR 1824-85                          ","SAMUEL BONNELL           ","    ","6570F/H          "
"583","HISTORY OF BUTLER CO OH                                     ",,,"6648B            "
"584","BUTLER CO OH CEMETERY RECORDS                               ","HAZEL STROUP             ","1967",
"585","SUSSEX INDEPENDENT  - NJ                                    ","NEWSPAPER                ","    ",
"586","SUSSEX REGISTER - NJ                                        ","NEWSPAPER                ","    ",
"587","VILLISCA REVIEW - IA                                        ","NEWSPAPER                ","    ",
"588","CEMETERY RECORDS WARREN CO OH                               ","WAR CO HIST SOC          ","    ",
"589","HISTORY OF CLERMONT CO OH                                   ","LOUIS H EVERTS           ","1880",
"590","PERVERSE WIDOW, THE                                         ","CRAWLEY-BOVEY            ","1898",
"591","MADISON NJ PRESBYTERIAN CHURCH VITAL REC 1747-1900          ","SHAW & PARKER            ","1982","7877             "
